Platform,Network,Program ,FEP Starts 
PC,NBC Sports,London Marathon,0
PC,NBC Sports,Middle East,0
PC,NBC Sports,Monster Manitoba Late Season Ice Walleyes,0
PC,NBC Sports,Monza,0
PC,NBC Sports,Motorsports Hour,0
PC,NBC Sports,NASCAR America Live,0
PC,NBC Sports,NASCAR Racing,0
PC,NBC Sports,National Take Your Momma Fishing Day,0
PC,NBC Sports,NHL Hockey,0
PC,NBC Sports,NHL Live,0
PC,NBC Sports,NHL Overtime,0
PC,NBC Sports,NHL Sunday Shootout: The Week in Review,0
PC,NBC Sports,"Ninja Coffee Bar with Sofia Vergara - Classic Brew, Rich Brew, Over Ice Brew, Specialty & Frozen Blended Brew",0
PC,NBC Sports,No more wrinkles! Say ByeBye now and look younger!,0
PC,NBC Sports,"Nutri Ninja Blender Duo &#150; Summer's Total Crushing Blender for Healthier Living, Made Easy. Two Machines in One!",0
PC,NBC Sports,"NWT 2015: Green Bay, WI",0
PC,NBC Sports,"NWT 2015: Leech Lake, MN",0
PC,NBC Sports,Of Sounds and Back Country,0
PC,NBC Sports,Off the Grid,0
PC,NBC Sports,Original Six Rivalries,0
PC,NBC Sports,Over the Rail and Into the Pail,0
PC,NBC Sports,Paddleboarding the Everglades,0
PC,NBC Sports,Paris Marathon,0
PC,NBC Sports,Peter Miller Takes Andy and Sande on the Trip of a Lifetime Out of South Seas Island Resort - Part 1,0
PC,NBC Sports,Peter Miller Takes Andy and Sande on the Trip of a Lifetime out of South Seas Island Resort - Part 2,0
PC,NBC Sports,"Peter Miller takes Captain Ozzie Fischer Fishing in Captiva Island, Florida",0
PC,NBC Sports,Peter Miller Takes the Winners of Visit Florida Sunny FM Radio,0
PC,NBC Sports,Peter Takes Heroes on the Water,0
PC,NBC Sports,"Phil Collins, Rod Stewart, Celine Dion, Lionel Richie",0
PC,NBC Sports,Pickled Walleye and Pike,0
PC,NBC Sports,Pittsburgh Penguins and Washington Capitals,0
PC,NBC Sports,Polo,0
PC,NBC Sports,Predator Bassin,0
PC,NBC Sports,Premier Boxing Champions on NBC,0
PC,NBC Sports,Premier League Behind the Badge: Crystal Palace FC,0
PC,NBC Sports,Premier League Goal Zone,0
PC,NBC Sports,Premier League Live,0
PC,NBC Sports,Premier League Match of the Day,0
PC,NBC Sports,Premier League Preview Show,0
PC,NBC Sports,Premier League Review Show,0
PC,NBC Sports,Premier League World,0
PC,NBC Sports,Pro Football Talk,0
PC,NBC Sports,Racer TV,0
PC,NBC Sports,"Ray Charles, Aretha Franklin, Marvin Gaye",0
PC,NBC Sports,Rock and Roll Hall of Fame Concerts - Live!,0
PC,NBC Sports,Roosterfish,0
PC,NBC Sports,Rugby Sevens,0
PC,NBC Sports,Sabine Whites,0
PC,NBC Sports,San Jose Del Cabo,0
PC,NBC Sports,Scott Dixon,0
PC,NBC Sports,Shallow South Dakota Glacial Walleyes,0
PC,NBC Sports,Skiing,0
PC,NBC Sports,Sofia's Coffee Bar,0
PC,NBC Sports,Stanley Cup Playoff,0
PC,NBC Sports,Stick Marsh Studs,0
PC,NBC Sports,"Styx, Journey, Fleetwood Mac",0
PC,NBC Sports,Super High Roller Celebrity Shootout,0
PC,NBC Sports,Suspension Drop 101 Leafs vs. Links,0
PC,NBC Sports,Swimming,0
PC,NBC Sports,T25 Sexy Bodies!,0
PC,NBC Sports,Tai Chi Master!,0
PC,NBC Sports,Tarpon,0
PC,NBC Sports,Tarpon Championship of the Universe,0
PC,NBC Sports,Tarpon Championship Pt. 2,0
PC,NBC Sports,Ten Pounds Ounces,0
PC,NBC Sports,The Catfish Hunters,0
PC,NBC Sports,The Dan Patrick Show,0
PC,NBC Sports,The Highwayman: Marquis de Sade,0
PC,NBC Sports,The Leicester City Story,0
PC,NBC Sports,The Men in Blazers Show,0
PC,NBC Sports,The Origin of Spinner Fishing: Lake McConaughy Walleyes,0
PC,NBC Sports,The Perfect Yard,0
PC,NBC Sports,The Salmonators,0
PC,NBC Sports,Tony Kanaan,0
PC,NBC Sports,Total Gym for $14.95,0
PC,NBC Sports,Track and Field,0
PC,NBC Sports,Triathlon,0
PC,NBC Sports,Trinity River,0
PC,NBC Sports,Try Total Gym for $14.95,0
PC,NBC Sports,U.S. Olympic Trials,0
PC,NBC Sports,Wellborn Muscle Car Collection,0
PC,NBC Sports,Wilderness Smallmouths,0
PC,NBC Sports,World of Adventure Sports,0
PC,NBC Sports,World Series of Fighting 30,0
PC,NBC Universo,,0
PC,NBC Universo,12 Corazones,21
PC,NBC Universo,18 Miles Out,0
PC,NBC Universo,A Rivera Thanksgiving,0
PC,NBC Universo,AjonjolÃ_ de todos los moles,0
PC,NBC Universo,All the Women in My Life,0
PC,NBC Universo,Aloha familia HernÃ¡ndez,0
PC,NBC Universo,"Animal Dens, Delinquents and Dealers",0
PC,NBC Universo,Aqui Viene el Cinto!,0
PC,NBC Universo,"Armed Mothers, Gangsters and Drunks",0
PC,NBC Universo,"Armed, Drugged and Naked",0
PC,NBC Universo,Arsonists and Impersonators,0
PC,NBC Universo,Back Home In Sinaloa,0
PC,NBC Universo,Back in the Big Apple,0
PC,NBC Universo,Beatings and Bullets,0
PC,NBC Universo,Best of Season 1,0
PC,NBC Universo,Best of Season 4,0
PC,NBC Universo,Better Angels,0
PC,NBC Universo,Birdman,0
PC,NBC Universo,Boss B,0
PC,NBC Universo,BPL World,0
PC,NBC Universo,CamiÃ_n cisterna tÃ_xico,0
PC,NBC Universo,Cargas de contrabando,0
PC,NBC Universo,Catch Me if You Can,0
PC,NBC Universo,Childhood's End,9
PC,NBC Universo,Christmas Wishes,0
PC,NBC Universo,Combate Americas,12
PC,NBC Universo,Combate AmÃ©ricas,0
PC,NBC Universo,"Cooking Drugs, Cross Dressers and Comas",0
PC,NBC Universo,Copa Mundial Sub-20,0
PC,NBC Universo,Cuando el Rio Suena,0
PC,NBC Universo,Cupid's Arrow,0
PC,NBC Universo,De-Tour de France,0
PC,NBC Universo,Desperado,0
PC,NBC Universo,"Dog Fights, Bar Brawls and Sick Stalkers",0
PC,NBC Universo,Droga bajo tierra,0
PC,NBC Universo,El Kingpin de los Cielos,0
PC,NBC Universo,El Mariachi,0
PC,NBC Universo,El Palenque,0
PC,NBC Universo,El SeÃ±or de los Cielos,0
PC,NBC Universo,El tiempo no perdona,0
PC,NBC Universo,El TÃºnel del NarcotrÃ¡fico,0
PC,NBC Universo,El Vato,237
PC,NBC Universo,El Wolf de Hollywood Hills,0
PC,NBC Universo,"Exchange, los Angeles # 01",0
PC,NBC Universo,Facing the Music,0
PC,NBC Universo,Family First,0
PC,NBC Universo,Freewheeling Larry,0
PC,NBC Universo,"Friends, Family & Fate",0
PC,NBC Universo,Fuerza Especial,4
PC,NBC Universo,FÃºtbol InglÃ©s,0
PC,NBC Universo,FÃºtbol Mexicano,0
PC,NBC Universo,Gerardo Ortiz,76
PC,NBC Universo,Gotta Have Faith,0
PC,NBC Universo,Gran Hermano: La Novela,0
PC,NBC Universo,"Guns, Dads and Race Cars a Toda Maquina!",0
PC,NBC Universo,"Happy Birthday, Mr. Lolo",0
PC,NBC Universo,"Hard Shell, Soft Launch",0
PC,NBC Universo,Hit and Run & Jump and Fight,0
PC,NBC Universo,"Hitting The Road, LH Style",0
PC,NBC Universo,Human Fireball,0
PC,NBC Universo,Human Shield,0
PC,NBC Universo,I Love Jenni,692
PC,NBC Universo,Ice Cream Dealers and Junkyard Dogs,0
PC,NBC Universo,Incautar y destruir,0
PC,NBC Universo,Jaw Breaker,0
PC,NBC Universo,"Judge, Jury, Executioner",0
PC,NBC Universo,Keeping Abreast of the Situation,0
PC,NBC Universo,Kid at Heart,0
PC,NBC Universo,Killer Punch,0
PC,NBC Universo,La abuela narco,0
PC,NBC Universo,La alfombra de Premios Billboard,0
PC,NBC Universo,La Frontera,91
PC,NBC Universo,La Otra,0
PC,NBC Universo,La Voz Kids,0
PC,NBC Universo,Larry in the City,0
PC,NBC Universo,Larry The Rebel,0
PC,NBC Universo,Larrymania,594
PC,NBC Universo,Liga MX 2016,4
PC,NBC Universo,Live,2
PC,NBC Universo,Lo mejor desde ViÃ±a,0
PC,NBC Universo,Los cuatro elementos,0
PC,NBC Universo,Los Larrymaniacos,0
PC,NBC Universo,Manhunt,0
PC,NBC Universo,Meet La Familia HernÃ¡ndez,0
PC,NBC Universo,Mom Is and Always Will Be #1,0
PC,NBC Universo,My Heart Will Go On,0
PC,NBC Universo,"Narco Trouble, Pool Party Takedown and Yardsale Mayhem",0
PC,NBC Universo,NBC Universo Movies,2
PC,NBC Universo,Nebraska,0
PC,NBC Universo,Needle in a Haystack,0
PC,NBC Universo,Netbusters,0
PC,NBC Universo,Ni Mangos! Ganster Bbq y los Ricos Desgraciados,0
PC,NBC Universo,Nicky Jam,0
PC,NBC Universo,No Such Thing as R&R,0
PC,NBC Universo,Non-Stop Rushing Around,0
PC,NBC Universo,Octagons and Ambulances,0
PC,NBC Universo,Of Mice and Mexicans,0
PC,NBC Universo,Officer on the Run,0
PC,NBC Universo,On the Road Again,0
PC,NBC Universo,Once Upon a Time in Mexico,0
PC,NBC Universo,Pablo AlborÃ¡n,0
PC,NBC Universo,Painproof,0
PC,NBC Universo,Paint Ballin',0
PC,NBC Universo,Party al estilo LH,0
PC,NBC Universo,Party Time in CuliacÃ¡n,0
PC,NBC Universo,Premier League,6
PC,NBC Universo,Premier League Extra Pre-game Show,0
PC,NBC Universo,Premier League Extra: Post-game Show,0
PC,NBC Universo,Premios Billboard de la MÃºsica Latina,0
PC,NBC Universo,Prison Break,34
PC,NBC Universo,Ready for Some Action?,0
PC,NBC Universo,Romance In France,0
PC,NBC Universo,Rumbo al Mundial,2
PC,NBC Universo,RÃ_o sitiado,0
PC,NBC Universo,Sin City,0
PC,NBC Universo,Sinaloense Pride In London,0
PC,NBC Universo,Son Mariachis,33
PC,NBC Universo,Spider Power,0
PC,NBC Universo,Steel Face,0
PC,NBC Universo,Super Sight,0
PC,NBC Universo,Superhumanos,4
PC,NBC Universo,"Surprise, Surprise",0
PC,NBC Universo,The Breaking Point,0
PC,NBC Universo,The Cavern,0
PC,NBC Universo,The Cut,0
PC,NBC Universo,The Latin King,0
PC,NBC Universo,The Streets Talk,0
PC,NBC Universo,The Walking Dead,95
PC,NBC Universo,Throat of Steel,0
PC,NBC Universo,Top Chef Mexico,309
PC,NBC Universo,Traficantes de marihuana,0
PC,NBC Universo,Triggerfinger,0
PC,NBC Universo,Tus sentidos,0
PC,NBC Universo,Universo: Now,0
PC,NBC Universo,Universo: Rex,0
PC,NBC Universo,ViÃ±a del Mar,21
PC,NBC Universo,Wisin,0
PC,NBC Universo,WWE,14
PC,NBC Universo,WWE Raw,0
PC,NBC Universo,WWE SmackDown,0
PC,NBC.com Production,The Tonight Show Starring Jimmy Fallon,0
PC,nbcentertainment,,0
PC,NBCU TVE - Bravo,#Newcraig,0
PC,NBCU TVE - Bravo,1994,0
PC,NBCU TVE - Bravo,5 Makeup Tips 4 Older Women!,0
PC,NBCU TVE - Bravo,50 Shades of Greystone,0
PC,NBCU TVE - Bravo,A Shark Is Born,0
PC,NBCU TVE - Bravo,Abandon,0
PC,NBCU TVE - Bravo,All About the Benjamins,0
PC,NBCU TVE - Bravo,All Shades of Shade,0
PC,NBCU TVE - Bravo,An Intimates Affair,0
PC,NBCU TVE - Bravo,Awfully Charitable,0
PC,NBCU TVE - Bravo,Back in the Day,0
PC,NBCU TVE - Bravo,Back Pain Solved!,0
PC,NBCU TVE - Bravo,Back Where It All Started,0
PC,NBCU TVE - Bravo,Backwards in Heels,0
PC,NBCU TVE - Bravo,"BBQ, Brunch or Bust",0
PC,NBCU TVE - Bravo,Beach Session,0
PC,NBCU TVE - Bravo,"Beach, Please",0
PC,NBCU TVE - Bravo,Beauties & the Beat,0
PC,NBCU TVE - Bravo,Behind the Orange Curtain,0
PC,NBCU TVE - Bravo,Below Deck,1291
PC,NBCU TVE - Bravo,Below Deck Mediterranean,356
PC,NBCU TVE - Bravo,Best Pan Ever!,0
PC,NBCU TVE - Bravo,Best Portable Charger!,0
PC,NBCU TVE - Bravo,Better Late Than Never,0
PC,NBCU TVE - Bravo,Bidding War Bitches,0
PC,NBCU TVE - Bravo,Bids & Brawls,0
PC,NBCU TVE - Bravo,Big Momma's House,0
PC,NBCU TVE - Bravo,Big Momma's House 2,0
PC,NBCU TVE - Bravo,Big Trouble in Little Phuket,0
PC,NBCU TVE - Bravo,Big Trouble in Sin City,0
PC,NBCU TVE - Bravo,Birds of a Feather...,0
PC,NBCU TVE - Bravo,Birthday in the Berks,0
PC,NBCU TVE - Bravo,Bitchy Resting Face,0
PC,NBCU TVE - Bravo,Bleecker and Bleaker,0
PC,NBCU TVE - Bravo,Body Beast!,0
PC,NBCU TVE - Bravo,Bombshells Salon and Spa,0
PC,NBCU TVE - Bravo,Bubbles of Fertility,0
PC,NBCU TVE - Bravo,Bury the Hatchet,0
PC,NBCU TVE - Bravo,Busted BBQ,0
PC,NBCU TVE - Bravo,C'est la Vida,0
PC,NBCU TVE - Bravo,Cabin Fever,0
PC,NBCU TVE - Bravo,CafÃ© Treats,0
PC,NBCU TVE - Bravo,Can't Fake the Funk,0
PC,NBCU TVE - Bravo,Charlie's Angels,0
PC,NBCU TVE - Bravo,Christopher Meloni,0
PC,NBCU TVE - Bravo,CIZE Dance Workout!,0
PC,NBCU TVE - Bravo,Clean up this Fall with Shark Lift Away. 3 Vacuums in one. Breakthrough Vacuum Design!,0
PC,NBCU TVE - Bravo,Conch Blocked,0
PC,NBCU TVE - Bravo,"Do You, Fredrik, Take This Building?",0
PC,NBCU TVE - Bravo,Dodgeball: A True Underdog Story,0
PC,NBCU TVE - Bravo,"Don't Be All, Like, Uncool",0
PC,NBCU TVE - Bravo,Don't Count Your Eggs...,0
PC,NBCU TVE - Bravo,Don't Forget the Hands! Dinosaur Hands!,0
PC,NBCU TVE - Bravo,"Don't Touch Me, Bro",0
PC,NBCU TVE - Bravo,Double Down on Delusion,0
PC,NBCU TVE - Bravo,"Dry Land, Damp Eyes",0
PC,NBCU TVE - Bravo,Dubai Daze,0
PC,NBCU TVE - Bravo,"Dude, Where's My Broker?",0
PC,NBCU TVE - Bravo,Dysfunction Junction,0
PC,NBCU TVE - Bravo,East Coast vs. West Coast,0
PC,NBCU TVE - Bravo,Election Day,0
PC,NBCU TVE - Bravo,Enchanted,0
PC,NBCU TVE - Bravo,Error on the High Seas,0
PC,NBCU TVE - Bravo,Everything's Bigger in Dallas,0
PC,NBCU TVE - Bravo,Family Matters,0
PC,NBCU TVE - Bravo,Fashionably Fired Up,0
PC,NBCU TVE - Bravo,Fever Pitch,0
PC,NBCU TVE - Bravo,Fifty Sense,0
PC,NBCU TVE - Bravo,Finale,0
PC,NBCU TVE - Bravo,First Look,0
PC,NBCU TVE - Bravo,Florida or Bust,0
PC,NBCU TVE - Bravo,"Forty, I Do!",0
PC,NBCU TVE - Bravo,Frenemies Unite,0
PC,NBCU TVE - Bravo,Friday,0
PC,NBCU TVE - Bravo,From Pocket Squares to Pocket Listings,0
PC,NBCU TVE - Bravo,G.I. Jane,0
PC,NBCU TVE - Bravo,Go Yell It on the Mountain,0
PC,NBCU TVE - Bravo,Going Deep,0
PC,NBCU TVE - Bravo,Good Hair,0
PC,NBCU TVE - Bravo,"Goodbye, Dubai",0
PC,NBCU TVE - Bravo,Hammer Time,0
PC,NBCU TVE - Bravo,"Hamptons, 90210",0
PC,NBCU TVE - Bravo,Hard Knock Life,0
PC,NBCU TVE - Bravo,Harlem Shake,0
PC,NBCU TVE - Bravo,Hawaii 5 Uh-Oh,0
PC,NBCU TVE - Bravo,Hearing Is Believing,0
PC,NBCU TVE - Bravo,Hearing Problems,0
PC,NBCU TVE - Bravo,Hold Your Horses,0
PC,NBCU TVE - Bravo,House of Synergy,0
PC,NBCU TVE - Bravo,How to Get Away With Marriage,0
PC,NBCU TVE - Bravo,I Ain't Afraid of No Ghosts,0
PC,NBCU TVE - Bravo,I Dream of Jeanne,0
PC,NBCU TVE - Bravo,"I Love You, Puffer Munkin",0
PC,NBCU TVE - Bravo,Identity theft: learn about it and how to get LifeLock protection,0
PC,NBCU TVE - Bravo,In Love There Must Be Torture,0
PC,NBCU TVE - Bravo,In the Cups,0
PC,NBCU TVE - Bravo,Is This 40?,0
PC,NBCU TVE - Bravo,Jamaican Beef Catty,0
PC,NBCU TVE - Bravo,Jekyll and Snide,0
PC,NBCU TVE - Bravo,Just the T.I.P.,0
PC,NBCU TVE - Bravo,"Life, Liberty and the Pursuit of Wealthiness",0
PC,NBCU TVE - Bravo,"Lions and Buddhists and Persians, Oh My!",0
PC,NBCU TVE - Bravo,Live,0
PC,NBCU TVE - Bravo,Living With the Spotlight,0
PC,NBCU TVE - Bravo,London Calling,0
PC,NBCU TVE - Bravo,Look Good Naked,0
PC,NBCU TVE - Bravo,Lord Have Mercer!,0
PC,NBCU TVE - Bravo,Lord of the Manor,0
PC,NBCU TVE - Bravo,Luis 2.0,0
PC,NBCU TVE - Bravo,Lymes in the Sand,0
PC,NBCU TVE - Bravo,Mad as a Hatter,0
PC,NBCU TVE - Bravo,Magic Hour,0
PC,NBCU TVE - Bravo,Make Good Choices,0
PC,NBCU TVE - Bravo,Making Frenemies,0
PC,NBCU TVE - Bravo,Manikir Royale,0
PC,NBCU TVE - Bravo,Micro-Momager,0
PC,NBCU TVE - Bravo,Million Dollar Listing New York,598
PC,NBCU TVE - Bravo,Mind Your Own Business,0
PC,NBCU TVE - Bravo,Miss Congeniality,0
PC,NBCU TVE - Bravo,Miss Domesticated,0
PC,NBCU TVE - Bravo,Mr. Deeds,0
PC,NBCU TVE - Bravo,Nadia's Family Salon,0
PC,NBCU TVE - Bravo,"New Beginnings, My Ass",0
PC,NBCU TVE - Bravo,New Kid on the Dock,0
PC,NBCU TVE - Bravo,"New Wheels, New Deals",0
PC,NBCU TVE - Bravo,Newlyweds The First Year,14
PC,NBCU TVE - Bravo,"Ninja Coffee Bar with Sofia Vergara - Classic Brew, Rich Brew, Over Ice Brew, Specialty & Frozen Blended Brew",0
PC,NBCU TVE - Bravo,No Good Deed,0
PC,NBCU TVE - Bravo,Not Easy to Love,0
PC,NBCU TVE - Bravo,"Nutri Ninja Blender Duo &#150; Summer's Total Crushing Blender for Healthier Living, Made Easy. Two Machines in One!",0
PC,NBCU TVE - Bravo,"Objection, Your Honor",0
PC,NBCU TVE - Bravo,Odd Mom Out,122
PC,NBCU TVE - Bravo,Oh Baby!,0
PC,NBCU TVE - Bravo,One Wedding and a Dog Funeral,0
PC,NBCU TVE - Bravo,Ongoing Ball Drop,0
PC,NBCU TVE - Bravo,"Oy Vey, MJ!",0
PC,NBCU TVE - Bravo,Paid Programming,0
PC,NBCU TVE - Bravo,Peaches of the Caribbean,0
PC,NBCU TVE - Bravo,Persian of the Pacific,0
PC,NBCU TVE - Bravo,PiYo Craze!,0
PC,NBCU TVE - Bravo,Playing for Survival,0
PC,NBCU TVE - Bravo,Plead the Fifth Special,0
PC,NBCU TVE - Bravo,Please Welcome Erika Jayne!,0
PC,NBCU TVE - Bravo,Pop of Crazy,0
PC,NBCU TVE - Bravo,Premature Corkulation,0
PC,NBCU TVE - Bravo,Pressure Cooker,0
PC,NBCU TVE - Bravo,Pretty Mess,0
PC,NBCU TVE - Bravo,Preview Special,0
PC,NBCU TVE - Bravo,Push Comes to Shove,0
PC,NBCU TVE - Bravo,"Ray Charles, Aretha Franklin, Marvin Gaye",0
PC,NBCU TVE - Bravo,Read School Is in Session,0
PC,NBCU TVE - Bravo,Reading Is Fundamental,0
PC,NBCU TVE - Bravo,Recipe for Deception,193
PC,NBCU TVE - Bravo,"Restaurant Wars, Part 1",0
PC,NBCU TVE - Bravo,"Restaurant Wars, Part 2",0
PC,NBCU TVE - Bravo,Return to the Homeland Part 1,0
PC,NBCU TVE - Bravo,"Return to the Homeland, Part 2",0
PC,NBCU TVE - Bravo,Reunion Part 1,0
PC,NBCU TVE - Bravo,Reunion Part 2,0
PC,NBCU TVE - Bravo,Reunion Part 3,0
PC,NBCU TVE - Bravo,Rules of Enragement,0
PC,NBCU TVE - Bravo,Rumble on the Runway,0
PC,NBCU TVE - Bravo,Rush Hour 3,0
PC,NBCU TVE - Bravo,Safe Haven,0
PC,NBCU TVE - Bravo,Secrets Revealed,0
PC,NBCU TVE - Bravo,Sex and the City,0
PC,NBCU TVE - Bravo,Shahs of Sunset,2423
PC,NBCU TVE - Bravo,Shahs Of Sunset First Look,0
PC,NBCU TVE - Bravo,"Shark Rocket Deluxe Pro - Shark Ranked Highest in Customer Satisfaction with Upright Vacuums, Two Years in a Row.",0
PC,NBCU TVE - Bravo,She'd Better Not Be Staying,0
PC,NBCU TVE - Bravo,Shep-Istotle,0
PC,NBCU TVE - Bravo,Social,0
PC,NBCU TVE - Bravo,Something to Sing About,0
PC,NBCU TVE - Bravo,Sonja Island,0
PC,NBCU TVE - Bravo,Southern Charm,5074
PC,NBCU TVE - Bravo,Spinning a Web,0
PC,NBCU TVE - Bravo,SPRING BREAK BEACH BODIES!,0
PC,NBCU TVE - Bravo,Start Spreading the News,0
PC,NBCU TVE - Bravo,Still Thicker Than Ever?,0
PC,NBCU TVE - Bravo,"Strains, Stains and a Big Pain",0
PC,NBCU TVE - Bravo,Studio 157,0
PC,NBCU TVE - Bravo,"Styx, Journey, Fleetwood Mac",0
PC,NBCU TVE - Bravo,"Summer's Blending Machine, Ninja!",0
PC,NBCU TVE - Bravo,Summers Sports Bar,0
PC,NBCU TVE - Bravo,"Surprise, You're Forty!",0
PC,NBCU TVE - Bravo,T25 Sexy Bodies!,0
PC,NBCU TVE - Bravo,Tai Chi Master!,0
PC,NBCU TVE - Bravo,Tale of Two Parties,0
PC,NBCU TVE - Bravo,The Biggest Boob,0
PC,NBCU TVE - Bravo,"The Butterfly, Chocolate Croissant",0
PC,NBCU TVE - Bravo,The Cavi-Art of War,0
PC,NBCU TVE - Bravo,The Conscious Uncoupling,0
PC,NBCU TVE - Bravo,The Days of Licking Bricks Are Over,0
PC,NBCU TVE - Bravo,The Final Shakedown,0
PC,NBCU TVE - Bravo,The Last Leg,0
PC,NBCU TVE - Bravo,The People's Couch,361
PC,NBCU TVE - Bravo,The Real Housewives of Atlanta,843
PC,NBCU TVE - Bravo,The Real Housewives of Beverly Hills,9545
PC,NBCU TVE - Bravo,The Real Housewives of Dallas,3535
PC,NBCU TVE - Bravo,The Real Housewives of New York City,5957
PC,NBCU TVE - Bravo,The Real Housewives of Orange County,0
PC,NBCU TVE - Bravo,The Real Housewives of Potomac,4258
PC,NBCU TVE - Bravo,The School of Rock,0
PC,NBCU TVE - Bravo,"The Shark, the Smooth-Talker and the New Kid",0
PC,NBCU TVE - Bravo,The Social Edition,0
PC,NBCU TVE - Bravo,The Wolves of Wall St.,0
PC,NBCU TVE - Bravo,There Goes the Motherhood,485
PC,NBCU TVE - Bravo,There's Something About Harry,0
PC,NBCU TVE - Bravo,Thicker Hair - Guaranteed!,0
PC,NBCU TVE - Bravo,Thicker Than Water,659
PC,NBCU TVE - Bravo,Three Brokers and a Baby,0
PC,NBCU TVE - Bravo,Tom and Darlene - Law and Disorder,0
PC,NBCU TVE - Bravo,"Tonya & Tullio - He's Fast, She's Furious",0
PC,NBCU TVE - Bravo,"Too Little, Too Late",0
PC,NBCU TVE - Bravo,Top Chef,610
PC,NBCU TVE - Bravo,Tour Group,100
PC,NBCU TVE - Bravo,Try Total Gym for $14.95,0
PC,NBCU TVE - Bravo,"Turn, Turn, Turn",0
PC,NBCU TVE - Bravo,Turning Over a New Peach,0
PC,NBCU TVE - Bravo,Unaware in Delaware,0
PC,NBCU TVE - Bravo,Unbeweavable,0
PC,NBCU TVE - Bravo,Uncensored,0
PC,NBCU TVE - Bravo,Unfinished Business,0
PC,NBCU TVE - Bravo,Unforgivable,0
PC,NBCU TVE - Bravo,Vanderpump Rules,3940
PC,NBCU TVE - Bravo,Vanderpump Rules After Show,55
PC,NBCU TVE - Bravo,Walking on Eggshells,0
PC,NBCU TVE - Bravo,Watch What Happens Live,1067
PC,NBCU TVE - Bravo,Watch What Happens: Live,0
PC,NBCU TVE - Bravo,Welcome to Mommy Group,0
PC,NBCU TVE - Bravo,What Women Want,0
PC,NBCU TVE - Bravo,"Where We're Going, We Don't Need Roads",0
PC,NBCU TVE - Bravo,Where's the Beef?,0
PC,NBCU TVE - Bravo,Who Do You Believe?,0
PC,NBCU TVE - Bravo,Who's Been Naughty Who's Been Nice,0
PC,NBCU TVE - Bravo,Wife Is a Stage,0
PC,NBCU TVE - Bravo,Will Haze for Listing,0
PC,NBCU TVE - Bravo,Will Power,0
PC,NBCU TVE - Bravo,Wok This Way,0
PC,NBCU TVE - Bravo,You're Grounded,0
PC,NBCU TVE - Chiller,Chiller Movies,167
PC,NBCU TVE - Chiller,Slasher,279
PC,NBCU TVE - CNBC,$27 Million Horse Race & Mansion Collectors,0
PC,NBCU TVE - CNBC,5 Makeup Tips 4 Older Women!,0
PC,NBCU TVE - CNBC,A Dreamy Desert Mansion & Sexy Lingerie Made of Gold,0
PC,NBCU TVE - CNBC,A Mother's Costly Revenge,0
PC,NBCU TVE - CNBC,A Scam Exposed: Strippers and Insider Trading; Economan: Superthief!,0
PC,NBCU TVE - CNBC,A Sexy Bachelor Pad & Super Luxury Tank,0
PC,NBCU TVE - CNBC,A Subterranean Mega-Mansion & The $200M Joy Ride,0
PC,NBCU TVE - CNBC,A Wall Street Wonder Takes a Fall,0
PC,NBCU TVE - CNBC,A Whole Can of Worms,0
PC,NBCU TVE - CNBC,A Widow's Web,0
PC,NBCU TVE - CNBC,A Wolf in Priest's Clothing,0
PC,NBCU TVE - CNBC,Accelerate Your Credit NOW!,0
PC,NBCU TVE - CNBC,ADT,0
PC,NBCU TVE - CNBC,Alfred Angelo,0
PC,NBCU TVE - CNBC,American Greed,206
PC,NBCU TVE - CNBC,American Pharoah,0
PC,NBCU TVE - CNBC,Are You Jackin' With Me?,0
PC,NBCU TVE - CNBC,Back2Life &#150; Your 12 Minute Back Pain Solution! FREE SHIPPING!,0
PC,NBCU TVE - CNBC,Back2Life 12 Minute Back Pain Solution!,0
PC,NBCU TVE - CNBC,Baja Fresh,0
PC,NBCU TVE - CNBC,"Barry Manilow, Andy Williams, Anne Murray",0
PC,NBCU TVE - CNBC,BELFOR,0
PC,NBCU TVE - CNBC,Best Pan Ever!,0
PC,NBCU TVE - CNBC,Bikinis Sports Bar & Grill,0
PC,NBCU TVE - CNBC,Billion Dollar Buyer,303
PC,NBCU TVE - CNBC,Billionaire Beach; A Mystery Super Jet,0
PC,NBCU TVE - CNBC,Blue Collar Millionaires,53
PC,NBCU TVE - CNBC,"Bob Dylan, Jefferson Airplane, Byrds, Santana",0
PC,NBCU TVE - CNBC,Bob Hope: Thanks for the Memories,0
PC,NBCU TVE - CNBC,Body Beast!,0
PC,NBCU TVE - CNBC,Boy Band Mogul,0
PC,NBCU TVE - CNBC,Budget Blinds,0
PC,NBCU TVE - CNBC,Bulldoze My Mansion; The Super Luxe Commute,0
PC,NBCU TVE - CNBC,Carol Burnett's Lost Episodes!,0
PC,NBCU TVE - CNBC,Checkers & Rally's,0
PC,NBCU TVE - CNBC,Chicago Cubs,0
PC,NBCU TVE - CNBC,Choice Hotels International,0
PC,NBCU TVE - CNBC,Churchill Downs,0
PC,NBCU TVE - CNBC,City of Cincinnati,0
PC,NBCU TVE - CNBC,CIZE Dance Workout!,0
PC,NBCU TVE - CNBC,Clean up this Fall with Shark Lift Away. 3 Vacuums in one. Breakthrough Vacuum Design!,0
PC,NBCU TVE - CNBC,Cleaning Addicts,0
PC,NBCU TVE - CNBC,Closing Bell,0
PC,NBCU TVE - CNBC,CNBC Originals,33
